Run,Program Version,Time Started (UTC),Minutes Spent,Points,desirability_options,identification_options,openness_score,conscientiousness_score,honesty_score,Position,passed_quiz,"So, which of the following things will you do in this first section of the survey? (3kfdaed)",I am highly intelligent. (desirability_63),"So, which of the following things will you do in this second section of the survey? (7deplab)",I usually think everything should be in its proper place. (5i0wve0),I would lie during an interview. (24sl5h9),I am usually punctual. (fk7t4rr),I am always open to trying new things. (82p7by1),I think that omitting important facts in a way that misleads people is not as bad as lying. (gd0syni),I am sometimes just a little late for things. (88faqmy),I would not pay a contractor to whom I owed money if I found a legal way to avoid paying them. (joxeo83),I am highly intelligent. (fz9zeg),I would take a loan that I had no intention of ever paying back. (z9wk2b9),I enjoy learning new concepts. (bw627yv),I don-t mind cleaning up. (9f6fevw),I would not fake numbers in a document. (fgx8age),I am a person who likes to think. (pipm1ta),I might pretend I am sick just so I can skip a day of work. (i2bbe7p),I would not plagiarize the work of another person (pretending I wrote it). (s7w7qvk),I am typically quite organized. (61zt23q),I come up with creative new ideas. (8w2y25l),"I think it-s fine to tell white lies, if they are told to make people feel better. (et6gy53)",I don-t trust intelligent people. (nfwpqlp),I think that the best people are ones who have found a balance between emotion and intellect. (a0801tz),I could definitely benefit by becoming more organized than I currently am. (dokbiny),I don-t like things to be too organized. (8b4ckde),I would exaggerate the number of hours I worked on a project in order to look better. (re8wg9m),I think that opinion is way more important than fact. (ot3i4fn),I don-t beat myself up if I show up 5 minutes late. (6adwfcn)
3781044,19,1/23/19 21:14,13.22,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",-4,22,10,eplruae,1,I'll indicate how much I agree or disagree with the statements. | I'll indicate how good or bad my agreement with the statements would make me look to an employer.,1,I'll indicate how good or bad the statements make me feel. | I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,-2,3,2,-1,-1,-1,1,-1,2,3,2,1,1,2,3,1,-1,-3,2,-1,-2,-1,-1,-1
3781088,19,1/23/19 21:16,11.42,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",32,45,23,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,1,3,3,1,1,1,3,0,3,3,0,3,1,1,3,3,3,-3,3,0,-3,0,-3,3
3781049,19,1/23/19 21:14,13.3,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",3,12,30,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-2,2,1,-1,-1,-3,-1,-3,2,2,3,1,-2,3,0,2,0,-2,3,2,-2,-3,-3,-1
3780983,19,1/23/19 21:13,15.58,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",6,59,37,eplruae,1,I'll indicate how much I agree or disagree with the statements. | I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,-2,3,2,2,-3,-3,2,-3,2,3,3,2,-3,3,3,2,-2,-1,2,3,-2,-3,-2,-3
3781106,19,1/23/19 21:18,10.0,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",7,25,26,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,0,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,-1,-3,2,-2,3,-1,-3,1,-3,2,-1,2,2,-3,2,-1,2,-1,-3,2,1,0,-3,-3,-1
3781121,19,1/23/19 21:19,9.2,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",27,3,9,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,-1,1,2,-1,-1,1,-2,3,-3,-1,-2,2,-1,1,3,0,3,1,-1,3,3,-1,2,-2,1
3781114,19,1/23/19 21:19,9.73,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",29,15,14,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,-1,3,2,2,-2,3,-3,3,-3,3,2,3,3,3,3,0,3,3,-3,0,3,2,-3,-3,3
3781115,19,1/23/19 21:19,9.63,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",50,60,35,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-3,3,3,-3,-3,-3,3,-3,3,3,-3,3,-2,3,3,3,-3,-3,3,2,-3,-3,-2,-3
3781100,19,1/23/19 21:17,11.1,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",-18,48,24,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,2,I'll indicate how good or bad the statements make me feel. | I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,-3,3,-1,0,2,-3,2,-3,-2,2,3,2,-1,3,2,2,1,-2,2,0,1,-2,-3,3
3781060,19,1/23/19 21:15,13.48,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",27,35,11,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-2,2,1,-1,-2,-3,1,-2,2,-1,3,1,-2,3,2,1,0,-3,1,1,-3,-3,-3,-2
3781079,19,1/23/19 21:14,14.65,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",4,14,8,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,0,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,-1,0,1,-2,0,0,0,0,1,1,-1,1,-1,1,1,0,-1,-1,1,0,-1,-1,-1,1
3781062,19,1/23/19 21:15,13.7,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",11,35,22,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-2,3,0,-1,1,-1,1,-2,2,1,2,2,1,2,2,1,0,-2,2,2,0,-2,0,1
3781125,19,1/23/19 21:19,9.37,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",19,23,36,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,2,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-3,2,0,-3,-2,-3,1,-3,1,1,3,0,-3,3,2,1,1,-2,2,1,-2,-3,-3,-3
3781118,19,1/23/19 21:19,10.08,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",3,40,20,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,-2,3,2,-2,2,-2,2,-2,1,1,2,1,-2,3,3,-2,-1,-1,2,0,-2,-2,-2,1
3781015,19,1/23/19 21:13,15.93,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",10,42,20,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,-2,2,1,0,-3,-2,1,-3,1,3,2,2,-2,2,3,2,0,-2,0,-2,-2,-3,-2,-2
3780981,19,1/23/19 21:12,16.8,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",38,10,24,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,2,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-2,3,2,-2,-2,-3,2,-3,3,2,3,3,1,3,1,2,1,-3,2,3,-3,-1,-3,2
3781066,19,1/23/19 21:15,13.97,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",-30,31,33,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,-2,3,1,-2,-2,-3,-1,-3,1,2,2,-1,2,3,2,0,0,-1,1,2,-2,-2,0,-3
3781080,19,1/23/19 21:16,13.48,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",16,22,32,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-3,2,-1,-2,-1,-3,-1,-3,1,2,3,0,-2,3,1,-2,0,-2,3,2,-2,-3,-2,0
3781161,19,1/23/19 21:23,6.2,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",8,31,22,eplruae,1,I'll indicate how much I agree or disagree with the statements. | I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,-2,2,2,1,0,-2,3,2,2,2,-1,2,-1,2,2,2,0,1,2,2,-2,-2,2,-1
3781008,19,1/23/19 21:13,16.28,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",11,39,34,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,-3,2,1,-2,-1,-2,1,-2,2,2,3,2,-3,3,-1,1,1,-2,0,1,0,-3,-3,0
3780963,19,1/23/19 21:12,17.18,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",35,13,29,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-1,2,2,2,1,-2,2,-3,2,0,2,2,-2,2,-2,1,1,-2,2,3,1,-2,-3,2
3781108,19,1/23/19 21:18,11.03,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",39,39,28,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,2,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,1,2,0,3,-2,-2,2,-2,2,2,2,2,2,2,2,2,1,-2,3,0,-2,-2,-2,-2
3781101,19,1/23/19 21:17,12.08,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",30,52,25,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,2,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-3,3,3,1,-3,-3,3,-3,3,1,3,3,0,3,3,3,2,-3,0,0,-3,-3,-3,3
3781054,19,1/23/19 21:15,14.95,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",22,16,27,eplruae,1,I'll indicate how much I agree or disagree with the statements. | I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,-2,1,2,0,1,-2,3,-3,2,2,1,1,-2,2,2,1,-2,0,2,2,-2,-2,-1,0
3781042,19,1/23/19 21:14,15.73,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",1,35,28,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-2,2,2,-2,-2,-2,2,-2,1,2,2,-3,-2,2,2,1,-2,-2,2,-2,-2,-2,-2,-2
3781102,19,1/23/19 21:18,12.13,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",37,21,28,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,2,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,0,1,2,-2,1,-3,2,-3,3,1,2,3,1,3,-1,1,2,-3,-1,1,-2,-1,-3,-1
3781093,19,1/23/19 21:17,13.12,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",14,55,28,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,-3,3,2,1,-1,-2,3,-2,3,3,-3,3,-3,3,2,2,-3,-3,-3,1,-3,-3,-3,2
3781052,19,1/23/19 21:15,15.7,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",42,34,33,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,4,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,-3,2,2,-2,-1,-3,2,-3,3,2,3,3,-3,3,1,3,0,-3,2,3,-1,-3,-2,0
3780988,19,1/23/19 21:12,18.15,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",0,6,7,eplruae,1,I'll indicate how much the statements match my own personality. | I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,0,2,0,0,-1,2,2,2,2,0,0,2,2,1,2,2,-2,0,1,1,2,2,2,2
3781065,19,1/23/19 21:15,15.28,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",42,51,36,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,3,3,1,-2,-1,-3,3,-3,3,2,2,3,-2,2,2,2,-3,-3,3,-2,-2,-2,-3,-2
3781011,19,1/23/19 21:13,17.67,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",29,12,31,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,-2,1,2,-3,1,-2,0,-3,2,1,3,2,0,3,-1,1,1,-2,2,3,0,-2,-1,1
3781203,19,1/23/19 21:29,2.18,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",10,3,-1,eplruae,1,I'll indicate how much I agree or disagree with the statements. | I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how good or bad my agreement with the statements would make me look to an employer. | I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,2,1,1,-2,2,2,1,1,-1,0,1,1,2,0,0,0,0,1,-1,1,2,0,0,0
3781139,19,1/23/19 21:21,9.6,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",4,-2,-9,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,2,I'll indicate how good or bad my agreement with the statements would make me look to an employer. | I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,-2,2,1,-2,-2,2,2,1,-2,2,1,2,3,-2,3,1,1,1,2,1,1,3,1,-1
3781089,19,1/23/19 21:16,14.78,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",21,45,20,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,1,-2,3,2,-2,-3,-2,2,-3,3,2,2,3,-2,3,2,2,1,-2,2,1,-2,-2,-2,-3
3781169,19,1/23/19 21:24,7.55,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",13,46,33,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,3,-3,2,2,0,-3,-3,2,-3,3,2,3,3,-2,3,3,2,-2,-2,2,0,-3,-2,-2,-1
3781090,19,1/23/19 21:17,15.25,0,"[[+4. Extremely good, 4], [+3. Very good, 3], [+2. Moderately good, 2], [+1. A little good, 1], [0. Neither good nor bad, 0], [-1. A little bad, -1], [-2. Moderately bad, -2], [-3. Very bad, -3], [-4. Extremely bad, -4]]","[[Totally agree, 3], [Agree, 2], [Somewhat agree, 1], [Neither agree nor disagree, 0], [Somewhat disagree, -1], [Disagree, -2], [Totally disagree, -3]]",3,12,18,eplruae,1,I'll indicate how good or bad my agreement with the statements would make me look to an employer.,3,I'll indicate how much I actually agree or disagree with the statements when it comes to my real personality.,2,1,2,1,-2,-2,-2,-2,-2,2,2,2,2,-2,1,-1,-1,2,-2,2,2,2,-2,-2,1
